method,run,distance,time_ms,volume,gt_volume,rel_error_pct
Warp Fourier,3,1.1,33.96296501159668,1.1111427252216153,1.081493270998286,2.7415292372518327
Warp Fourier,4,1.1,34.154415130615234,1.1111427252216137,1.081493270998286,2.741529237251689
Warp Fourier,5,1.1,34.108638763427734,1.1111427252216128,1.081493270998286,2.7415292372516067
Warp Fourier,1,1.2,34.44504737854004,0.9138329595042147,0.8712683625955688,4.885360095234378
Warp Fourier,2,1.2,33.85114669799805,0.913832959504212,0.8712683625955688,4.88536009523406
Warp Fourier,3,1.2,34.18445587158203,0.9138329595042173,0.8712683625955688,4.885360095234671
Warp Fourier,4,1.2,34.13748741149902,0.9138329595042134,0.8712683625955688,4.885360095234226
Warp Fourier,5,1.2,33.865928649902344,0.9138329595042172,0.8712683625955688,4.885360095234659
Warp Fourier,1,1.3,38043.41387748718,0.677240480196957,0.679893010114391,0.39013931279976494
Warp Fourier,2,1.3,34.79719161987305,0.6772404801969546,0.679893010114391,0.3901393128001242
Warp Fourier,3,1.3,33.9052677154541,0.6772404801969567,0.679893010114391,0.39013931279981395
Warp Fourier,4,1.3,33.94889831542969,0.6772404801969564,0.679893010114391,0.3901393127998629
Warp Fourier,5,1.3,33.957481384277344,0.6772404801969497,0.679893010114391,0.3901393128008427
Warp Fourier,1,1.4,-37973.339557647705,0.5104404391764314,0.5089380098815461,0.29520870237909647
Warp Fourier,2,1.4,34.16323661804199,0.5104404391764297,0.5089380098815461,0.29520870237874747
Warp Fourier,3,1.4,34.35468673706055,0.51044043917643,0.5089380098815461,0.2952087023788129
Warp Fourier,4,1.4,33.935546875,0.5104404391764321,0.5089380098815461,0.29520870237922736
Warp Fourier,5,1.4,33.88643264770508,0.5104404391764323,0.5089380098815461,0.295208702379271
Warp Fourier,1,1.5,34.243106842041016,0.35544403841737815,0.3599741582238305,1.2584569483555923
Warp Fourier,2,1.5,34.22260284423828,0.3554440384173774,0.3599741582238305,1.2584569483558081
Warp Fourier,3,1.5,34.19184684753418,0.3554440384173787,0.3599741582238305,1.258456948355438
Warp Fourier,4,1.5,34.066200256347656,0.3554440384173783,0.3599741582238305,1.258456948355546
Warp Fourier,5,1.5,34.03615951538086,0.3554440384173786,0.3599741582238305,1.2584569483554688
Warp Fourier,1,1.6,34.399986267089844,0.2497892030555402,0.23457225146803773,6.487106421270759
Warp Fourier,2,1.6,35.28738021850586,0.24978920305553964,0.23457225146803773,6.487106421270523
Warp Fourier,3,1.6,34.18374061584473,0.24978920305554073,0.23457225146803773,6.487106421270984
Warp Fourier,4,1.6,34.1036319732666,0.2497892030555402,0.23457225146803773,6.487106421270759
Warp Fourier,5,1.6,34.33942794799805,0.2497892030555399,0.23457225146803773,6.487106421270631
Warp Fourier,1,1.7,34.598350524902344,0.1572185259882174,0.1343030859409635,17.06248213635761
Warp Fourier,2,1.7,34.055233001708984,0.15721852598821692,0.1343030859409635,17.06248213635726
Warp Fourier,3,1.7,34.062862396240234,0.15721852598821764,0.1343030859409635,17.062482136357797
Warp Fourier,4,1.7,34.535884857177734,0.15721852598821717,0.1343030859409635,17.062482136357445
Warp Fourier,5,1.7,34.58404541015625,0.15721852598821698,0.1343030859409635,17.0624821363573
Warp Fourier,1,1.8,34.244537353515625,0.056161163162403535,0.06073745796940263,7.534551099100112
Warp Fourier,2,1.8,33.99014472961426,0.0561611631624036,0.06073745796940263,7.5345510991000095
Warp Fourier,3,1.8,34.06643867492676,0.05616116316240326,0.06073745796940263,7.534551099100568
Warp Fourier,4,1.8,33.798933029174805,0.05616116316240349,0.06073745796940263,7.534551099100191
Warp Fourier,5,1.8,33.670663833618164,0.056161163162403216,0.06073745796940263,7.534551099100637
Warp Fourier,1,1.9,34.392595291137695,-0.011949741281954583,0.015446163880149777,177.3638126247739
Warp Fourier,2,1.9,34.10458564758301,-0.011949741281954222,0.015446163880149777,177.36381262477158
Warp Fourier,3,1.9,34.58094596862793,-0.011949741281954487,0.015446163880149777,177.36381262477332
Warp Fourier,4,1.9,34.10816192626953,-0.011949741281954434,0.015446163880149777,177.36381262477298
Warp Fourier,5,1.9,34.31272506713867,-0.01194974128195441,0.015446163880149777,177.3638126247728
Warp Fourier,1,2.0,34.13867950439453,-0.02447686449958024,0.0,inf
Warp Fourier,2,2.0,34.026145935058594,-0.024476864499580437,0.0,inf
Warp Fourier,3,2.0,33.81752967834473,-0.024476864499579785,0.0,inf
Warp Fourier,4,2.0,34.013986587524414,-0.024476864499580316,0.0,inf
Warp Fourier,5,2.0,33.82086753845215,-0.024476864499580395,0.0,inf
Warp Direct,1,0.0,2.210378646850586,12570.122831114853,4.1887902047863905,299989.5775766329
Warp Direct,2,0.0,2.2780895233154297,12570.122831114866,4.1887902047863905,299989.57757663314
Warp Direct,3,0.0,2.084016799926758,12570.122831114855,4.1887902047863905,299989.5775766329
Warp Direct,4,0.0,2.0864009857177734,12570.12283111485,4.1887902047863905,299989.5775766328
Warp Direct,5,0.0,2.026796340942383,12570.122831114852,4.1887902047863905,299989.57757663284
Warp Direct,1,0.1,1.9071102142333984,3.857897925035952,3.8748927388152117,0.43858797971413854
Warp Direct,2,0.1,1.8825531005859375,3.8578979250359535,3.8748927388152117,0.4385879797141041
Warp Direct,3,0.1,1.8863677978515625,3.8578979250359575,3.8748927388152117,0.438587979714001
Warp Direct,4,0.1,1.821279525756836,3.857897925035955,3.8748927388152117,0.43858797971406976
Warp Direct,5,0.1,1.9183158874511719,3.857897925035952,3.8748927388152117,0.43858797971413854
Warp Direct,1,0.2,2.214193344116211,3.5651621956660025,3.5625660691708245,0.07287237470888984
Warp Direct,2,0.2,2.0885467529296875,3.565162195666001,3.5625660691708245,0.07287237470885242
Warp Direct,3,0.2,2.036571502685547,3.565162195665998,3.5625660691708245,0.07287237470876518
Warp Direct,4,0.2,1.8558502197265625,3.565162195666001,3.5625660691708245,0.07287237470885242
Warp Direct,5,0.2,1.8267631530761719,3.565162195665999,3.5625660691708245,0.07287237470879011
Warp Direct,1,0.3,1.886129379272461,3.2531713410137306,3.253380992180029,0.006444101284248302
Warp Direct,2,0.3,1.8045902252197266,3.253171341013732,3.253380992180029,0.006444101284207352
Warp Direct,3,0.3,1.8296241760253906,3.2531713410137337,3.253380992180029,0.0064441012841527515
Warp Direct,4,0.3,1.8205642700195312,3.2531713410137324,3.253380992180029,0.006444101284193701
Warp Direct,5,0.3,1.800537109375,3.25317134101373,3.253380992180029,0.006444101284261952
Warp Direct,1,0.4,1.8205642700195312,2.9472647432012162,2.9489083041696187,0.0557345566180725
Warp Direct,2,0.4,2.152681350708008,2.9472647432012167,2.9489083041696187,0.05573455661805744
Warp Direct,3,0.4,1.8949508666992188,2.9472647432012167,2.9489083041696187,0.05573455661805744
Warp Direct,4,0.4,1.8453598022460938,2.947264743201217,2.9489083041696187,0.055734556618042386
Warp Direct,5,0.4,2.110719680786133,2.9472647432012153,2.9489083041696187,0.05573455661810262
Warp Direct,1,0.5,2.20489501953125,2.6519396368668113,2.650718801466388,0.0460567676868679
Warp Direct,2,0.5,1.9221305847167969,2.651939636866808,2.650718801466388,0.04605676768673387
Warp Direct,3,0.5,2.1212100982666016,2.65193963686681,2.650718801466388,0.046056767686817636
Warp Direct,4,0.5,2.0592212677001953,2.651939636866809,2.650718801466388,0.04605676768678413
Warp Direct,5,0.5,2.0554065704345703,2.6519396368668104,2.650718801466388,0.04605676768683439
Warp Direct,1,0.6,1.894235610961914,2.359914892826625,2.360383280397131,0.019843708197561895
Warp Direct,2,0.6,2.0847320556640625,2.359914892826625,2.360383280397131,0.019843708197561895
Warp Direct,3,0.6,2.0685195922851562,2.3599148928266236,2.360383280397131,0.019843708197618336
Warp Direct,4,0.6,1.9233226776123047,2.3599148928266245,2.360383280397131,0.01984370819758071
Warp Direct,5,0.6,1.8684864044189453,2.3599148928266245,2.360383280397131,0.01984370819758071
Warp Direct,1,0.7,2.1114349365234375,2.0788781645616035,2.0794725372886433,0.028582860142739162
Warp Direct,2,0.7,2.0570755004882812,2.0788781645616026,2.0794725372886433,0.028582860142781875
Warp Direct,3,0.7,1.9748210906982422,2.078878164561604,2.0794725372886433,0.028582860142717808
Warp Direct,4,0.7,1.989126205444336,2.0788781645616043,2.0794725372886433,0.02858286014269645
Warp Direct,5,0.7,1.8744468688964844,2.0788781645616035,2.0794725372886433,0.028582860142739162
Warp Direct,1,0.8,1.8732547760009766,1.8088231590029709,1.8095573684677206,0.040573981104091036
Warp Direct,2,0.8,1.9519329071044922,1.8088231590029717,1.8095573684677206,0.040573981104041944
Warp Direct,3,0.8,2.153158187866211,1.808823159002971,1.8095573684677206,0.04057398110407876
Warp Direct,4,0.8,2.070903778076172,1.808823159002972,1.8095573684677206,0.040573981104029676
Warp Direct,5,0.8,2.0554065704345703,1.808823159002971,1.8095573684677206,0.04057398110407876
Warp Direct,1,0.9,2.0401477813720703,1.5525127321294607,1.5522085702611572,0.019595425133642624
Warp Direct,2,0.9,1.9922256469726562,1.552512732129461,1.5522085702611572,0.019595425133656932
Warp Direct,3,0.9,1.9910335540771484,1.5525127321294603,1.5522085702611572,0.019595425133614015
Warp Direct,4,0.9,2.3605823516845703,1.5525127321294596,1.5522085702611572,0.019595425133571102
Warp Direct,5,0.9,1.865386962890625,1.5525127321294607,1.5522085702611572,0.019595425133642624
Warp Direct,1,1.0,2.0928382873535156,1.3093835778352405,1.3089969389957472,0.029537031598403075
Warp Direct,2,1.0,1.8684864044189453,1.3093835778352405,1.3089969389957472,0.029537031598403075
Warp Direct,3,1.0,1.7957687377929688,1.3093835778352407,1.3089969389957472,0.029537031598420038
Warp Direct,4,1.0,1.7821788787841797,1.3093835778352412,1.3089969389957472,0.02953703159845397
Warp Direct,5,1.0,1.7697811126708984,1.3093835778352407,1.3089969389957472,0.029537031598420038
Warp Direct,1,1.1,1.7902851104736328,1.0817525166548931,1.081493270998286,0.023971083645094305
Warp Direct,2,1.1,2.033233642578125,1.0817525166548938,1.081493270998286,0.023971083645155898
Warp Direct,3,1.1,2.245187759399414,1.0817525166548945,1.081493270998286,0.02397108364521749
Warp Direct,4,1.1,1.8613338470458984,1.081752516654893,1.081493270998286,0.023971083645073773
Warp Direct,5,1.1,2.1638870239257812,1.0817525166548931,1.081493270998286,0.023971083645094305
Warp Direct,1,1.2,1.8911361694335938,0.8718783145955242,0.8712683625955688,0.07000736238583305
Warp Direct,2,1.2,2.1085739135742188,0.8718783145955242,0.8712683625955688,0.07000736238583305
Warp Direct,3,1.2,2.0003318786621094,0.8718783145955242,0.8712683625955688,0.07000736238583305
Warp Direct,4,1.2,1.9598007202148438,0.871878314595524,0.8712683625955688,0.07000736238580756
Warp Direct,5,1.2,1.947164535522461,0.8718783145955242,0.8712683625955688,0.07000736238583305
Warp Direct,1,1.3,1.8451213836669922,0.6805410082068892,0.679893010114391,0.09530883283963239
Warp Direct,2,1.3,1.8010139465332031,0.6805410082068892,0.679893010114391,0.09530883283963239
Warp Direct,3,1.3,1.794576644897461,0.6805410082068898,0.679893010114391,0.09530883283971403
Warp Direct,4,1.3,1.7981529235839844,0.6805410082068902,0.679893010114391,0.09530883283977935
Warp Direct,5,1.3,1.825094223022461,0.6805410082068895,0.679893010114391,0.09530883283966504
Warp Direct,1,1.4,1.8336772918701172,0.509552054458633,0.5089380098815461,0.12065213545945039
Warp Direct,2,1.4,1.8982887268066406,0.509552054458633,0.5089380098815461,0.12065213545945039
Warp Direct,3,1.4,2.099752426147461,0.5095520544586327,0.5089380098815461,0.12065213545938494
Warp Direct,4,1.4,1.8796920776367188,0.5095520544586328,0.5089380098815461,0.12065213545940676
Warp Direct,5,1.4,1.8160343170166016,0.5095520544586332,0.5089380098815461,0.1206521354594722
Warp Direct,1,1.5,1.7766952514648438,0.36072613380885765,0.3599741582238305,0.20889710215242124
Warp Direct,2,1.5,1.7991065979003906,0.36072613380885776,0.3599741582238305,0.20889710215245208
Warp Direct,3,1.5,1.8000602722167969,0.36072613380885754,0.3599741582238305,0.2088971021523904
Warp Direct,4,1.5,1.9478797912597656,0.3607261338088574,0.3599741582238305,0.20889710215234414
Warp Direct,5,1.5,2.0787715911865234,0.36072613380885765,0.3599741582238305,0.20889710215242124
Warp Direct,1,1.6,2.081155776977539,0.23542687035714643,0.23457225146803773,0.364330769628629
Warp Direct,2,1.6,1.8918514251708984,0.2354268703571462,0.23457225146803773,0.3643307696285343
Warp Direct,3,1.6,1.912832260131836,0.23542687035714618,0.23457225146803773,0.36433076962852246
Warp Direct,4,1.6,2.092599868774414,0.23542687035714638,0.23457225146803773,0.3643307696286053
Warp Direct,5,1.6,2.0754337310791016,0.23542687035714635,0.23457225146803773,0.3643307696285935
Warp Direct,1,1.7,2.0294189453125,0.13487443200605082,0.1343030859409635,0.42541544081755145
Warp Direct,2,1.7,1.9474029541015625,0.1348744320060509,0.1343030859409635,0.4254154408176134
Warp Direct,3,1.7,2.074718475341797,0.13487443200605082,0.1343030859409635,0.42541544081755145
Warp Direct,4,1.7,2.1648406982421875,0.13487443200605082,0.1343030859409635,0.42541544081755145
Warp Direct,5,1.7,2.002716064453125,0.13487443200605082,0.1343030859409635,0.42541544081755145
Warp Direct,1,1.8,1.9617080688476562,0.06176605708216239,0.06073745796940263,1.693516895748139
Warp Direct,2,1.8,1.9249916076660156,0.06176605708216236,0.06073745796940263,1.6935168957480933
Warp Direct,3,1.8,1.9636154174804688,0.06176605708216248,0.06073745796940263,1.6935168957482876
Warp Direct,4,1.8,1.928567886352539,0.061766057082162394,0.06073745796940263,1.6935168957481501
Warp Direct,5,1.8,1.979827880859375,0.06176605708216238,0.06073745796940263,1.6935168957481275
Warp Direct,1,1.9,2.079486846923828,0.01559033947773529,0.015446163880149777,0.9334071469408487
Warp Direct,2,1.9,1.8923282623291016,0.015590339477735313,0.015446163880149777,0.9334071469409946
Warp Direct,3,1.9,2.0198822021484375,0.0155903394777353,0.015446163880149777,0.9334071469409048
Warp Direct,4,1.9,1.9783973693847656,0.015590339477735242,0.015446163880149777,0.9334071469405342
Warp Direct,5,1.9,1.9726753234863281,0.015590339477735282,0.015446163880149777,0.9334071469407925
Warp Direct,1,2.0,2.033233642578125,0.0009684241768670342,0.0,inf
Warp Direct,2,2.0,1.9733905792236328,0.0009684241768669882,0.0,inf
Warp Direct,3,2.0,1.9261837005615234,0.0009684241768669502,0.0,inf
Warp Direct,4,2.0,1.9469261169433594,0.0009684241768669005,0.0,inf
Warp Direct,5,2.0,2.0928382873535156,0.0009684241768669989,0.0,inf
C++ CUDA,1,0.0,6.5670013427734375,4.302946082552588,4.1887902047863905,2.7252708344226844
C++ CUDA,2,0.0,5.597352981567383,4.302946082552601,4.1887902047863905,2.725270834422981
C++ CUDA,3,0.0,5.104541778564453,4.3029460825525865,4.1887902047863905,2.7252708344226417
C++ CUDA,4,0.0,5.871772766113281,4.302946082552612,4.1887902047863905,2.725270834423257
C++ CUDA,5,0.0,5.096197128295898,4.302946082552601,4.1887902047863905,2.725270834422981
C++ CUDA,1,0.1,4.960060119628906,4.034134907647297,3.8748927388152117,4.109589079381201
C++ CUDA,2,0.1,5.942344665527344,4.034134907647302,3.8748927388152117,4.109589079381339
C++ CUDA,3,0.1,5.597829818725586,4.034134907647306,3.8748927388152117,4.109589079381431
C++ CUDA,4,0.1,5.550861358642578,4.034134907647297,3.8748927388152117,4.109589079381201
C++ CUDA,5,0.1,4.901647567749023,4.034134907647294,3.8748927388152117,4.1095890793811325
C++ CUDA,1,0.2,5.787849426269531,3.629384422307179,3.5625660691708245,1.875568111271721
C++ CUDA,2,0.2,5.168676376342773,3.6293844223071776,3.5625660691708245,1.8755681112716835
C++ CUDA,3,0.2,5.013942718505859,3.6293844223071785,3.5625660691708245,1.8755681112717086
C++ CUDA,4,0.2,5.285739898681641,3.629384422307167,3.5625660691708245,1.8755681112713845
C++ CUDA,5,0.2,5.56182861328125,3.629384422307174,3.5625660691708245,1.875568111271584
C++ CUDA,1,0.3,5.415916442871094,3.2634361855469853,3.253380992180029,0.30906903898207
C++ CUDA,2,0.3,5.077600479125977,3.2634361855469916,3.253380992180029,0.30906903898226107
C++ CUDA,3,0.3,6.087541580200195,3.2634361855469876,3.253380992180029,0.3090690389821382
C++ CUDA,4,0.3,5.113363265991211,3.263436185546983,3.253380992180029,0.3090690389820018
C++ CUDA,5,0.3,5.234241485595703,3.2634361855469893,3.253380992180029,0.30906903898219285
C++ CUDA,1,0.4,5.313634872436523,2.937395470253352,2.9489083041696187,0.390410034112905
C++ CUDA,2,0.4,5.499362945556641,2.9373954702533527,2.9489083041696187,0.3904100341128749
C++ CUDA,3,0.4,5.280256271362305,2.9373954702533553,2.9489083041696187,0.39041003411278447
C++ CUDA,4,0.4,5.793571472167969,2.937395470253365,2.9489083041696187,0.39041003411245323
C++ CUDA,5,0.4,5.248785018920898,2.9373954702533602,2.9489083041696187,0.3904100341126188
C++ CUDA,1,0.5,5.442619323730469,2.6380913933255012,2.650718801466388,0.4763767523700007
C++ CUDA,2,0.5,5.443572998046875,2.6380913933255092,2.650718801466388,0.47637675236969923
C++ CUDA,3,0.5,5.240440368652344,2.638091393325496,2.650718801466388,0.4763767523702018
C++ CUDA,4,0.5,4.879236221313477,2.638091393325492,2.650718801466388,0.4763767523703526
C++ CUDA,5,0.5,4.960536956787109,2.638091393325487,2.650718801466388,0.47637675237053684
C++ CUDA,1,0.6,5.493640899658203,2.372131324267039,2.360383280397131,0.49771763626165955
C++ CUDA,2,0.6,5.192756652832031,2.3721313242670345,2.360383280397131,0.4977176362614714
C++ CUDA,3,0.6,5.421876907348633,2.372131324267032,2.360383280397131,0.49771763626135856
C++ CUDA,4,0.6,4.974842071533203,2.3721313242670314,2.360383280397131,0.49771763626133975
C++ CUDA,5,0.6,5.474567413330078,2.372131324267033,2.360383280397131,0.49771763626141496
C++ CUDA,1,0.7,5.072593688964844,2.0729167104718913,2.0794725372886433,0.31526392867394976
C++ CUDA,2,0.7,4.923820495605469,2.0729167104718864,2.0794725372886433,0.3152639286741846
C++ CUDA,3,0.7,4.858493804931641,2.072916710471891,2.0794725372886433,0.3152639286739711
C++ CUDA,4,0.7,5.014657974243164,2.072916710471895,2.0794725372886433,0.3152639286737789
C++ CUDA,5,0.7,5.043506622314453,2.072916710471896,2.0794725372886433,0.31526392867371483
C++ CUDA,1,0.8,5.008459091186523,1.7880823421269467,1.8095573684677206,1.1867557622093148
C++ CUDA,2,0.8,4.8923492431640625,1.7880823421269407,1.8095573684677206,1.1867557622096463
C++ CUDA,3,0.8,4.926443099975586,1.7880823421269414,1.8095573684677206,1.1867557622096092
C++ CUDA,4,0.8,4.883766174316406,1.788082342126943,1.8095573684677206,1.1867557622095233
C++ CUDA,5,0.8,4.8427581787109375,1.7880823421269436,1.8095573684677206,1.1867557622094866
C++ CUDA,1,0.9,5.249261856079102,1.5212420839581258,1.5522085702611572,1.9949951891981486
C++ CUDA,2,0.9,5.035161972045898,1.5212420839581302,1.5522085702611572,1.9949951891978623
C++ CUDA,3,0.9,4.811525344848633,1.5212420839581287,1.5522085702611572,1.9949951891979627
C++ CUDA,4,0.9,5.33294677734375,1.521242083958127,1.5522085702611572,1.9949951891980626
C++ CUDA,5,0.9,4.907369613647461,1.5212420839581233,1.5522085702611572,1.9949951891983058
C++ CUDA,1,1.0,4.862308502197266,1.3205894127611155,1.3089969389957472,0.8855997611623123
C++ CUDA,2,1.0,5.032062530517578,1.3205894127611235,1.3089969389957472,0.8855997611629229
C++ CUDA,3,1.0,4.932403564453125,1.3205894127611248,1.3089969389957472,0.8855997611630247
C++ CUDA,4,1.0,5.23686408996582,1.3205894127611193,1.3089969389957472,0.8855997611626008
C++ CUDA,5,1.0,5.450248718261719,1.3205894127611166,1.3089969389957472,0.8855997611623971
C++ CUDA,1,1.1,5.169868469238281,1.1111427252275607,1.081493270998286,2.7415292378015788
C++ CUDA,2,1.1,5.187749862670898,1.1111427252275643,1.081493270998286,2.7415292378019074
C++ CUDA,3,1.1,4.914522171020508,1.1111427252275639,1.081493270998286,2.741529237801866
C++ CUDA,4,1.1,4.913806915283203,1.1111427252275614,1.081493270998286,2.7415292378016405
C++ CUDA,5,1.1,4.852771759033203,1.1111427252275587,1.081493270998286,2.741529237801394
C++ CUDA,1,1.2,5.016565322875977,0.9138329594849031,0.8712683625955688,4.885360093017878
C++ CUDA,2,1.2,4.863500595092773,0.9138329594849022,0.8712683625955688,4.885360093017777
C++ CUDA,3,1.2,4.812955856323242,0.9138329594849034,0.8712683625955688,4.885360093017916
C++ CUDA,4,1.2,5.23829460144043,0.9138329594849028,0.8712683625955688,4.8853600930178525
C++ CUDA,5,1.2,5.011558532714844,0.9138329594849055,0.8712683625955688,4.885360093018159
C++ CUDA,1,1.3,5.504369735717773,0.677240480224529,0.679893010114391,0.39013930874442915
C++ CUDA,2,1.3,5.225419998168945,0.6772404802245277,0.679893010114391,0.39013930874462505
C++ CUDA,3,1.3,5.54966926574707,0.6772404802245275,0.679893010114391,0.3901393087446414
C++ CUDA,4,1.3,5.652904510498047,0.677240480224527,0.679893010114391,0.390139308744723
C++ CUDA,5,1.3,6.89697265625,0.6772404802245269,0.679893010114391,0.3901393087447394
C++ CUDA,1,1.4,5.481481552124023,0.5104404391073194,0.5089380098815461,0.29520868879943685
C++ CUDA,2,1.4,4.916667938232422,0.5104404391073223,0.5089380098815461,0.295208688800004
C++ CUDA,3,1.4,4.910469055175781,0.5104404391073203,0.5089380098815461,0.2952086887996114
C++ CUDA,4,1.4,5.538463592529297,0.5104404391073202,0.5089380098815461,0.29520868879958956
C++ CUDA,5,1.4,4.810333251953125,0.5104404391073206,0.5089380098815461,0.2952086887996768
C++ CUDA,1,1.5,4.829883575439453,0.35544403839853034,0.3599741582238305,1.2584569535914714
C++ CUDA,2,1.5,5.456209182739258,0.3554440383985315,0.3599741582238305,1.2584569535911476
C++ CUDA,3,1.5,4.978418350219727,0.3554440383985315,0.3599741582238305,1.2584569535911476
C++ CUDA,4,1.5,4.962682723999023,0.35544403839853017,0.3599741582238305,1.2584569535915178
C++ CUDA,5,1.5,5.311489105224609,0.3554440383985303,0.3599741582238305,1.258456953591487
C++ CUDA,1,1.6,5.029201507568359,0.24978920302540478,0.23457225146803773,6.4871064084237915
C++ CUDA,2,1.6,4.887580871582031,0.24978920302540641,0.23457225146803773,6.48710640842449
